,model_input,desired_product,model_output
62,Predict the reaction that produces the following product: Cc1n[nH]c2ccc(-c3ccc(NC4CN5CCC4CC5)cc3)cc12~O=C(O)C(F)(F)F,Cc1n[nH]c2ccc(-c3ccc(NC4CN5CCC4CC5)cc3)cc12~O=C(O)C(F)(F)F,<smiles>C1CCOC1.CC(=O)c1cc(-c2ccc(NC3CN4CCC3CC4)cc2)ccc1F.CCOC(C)=O.NN~O<smiles/>
63,Predict the reaction that produces the following product: CSc1nc2ccc(Cn3cnc4cc(F)ccc43)cc2s1,CSc1nc2ccc(Cn3cnc4cc(F)ccc43)cc2s1,<smiles>CN(C)C=O.CSc1nc2ccc(CCl)cc2s1.Fc1ccc2[nH]cnc2c1.O.[H-]~[Na+]<smiles/>
64,Predict the reaction that produces the following product: CC(C)(C)OC(=O)/N=C(\NNC(=O)C(=O)OC(C)(C)C)NC(=O)OC(C)(C)C,CC(C)(C)OC(=O)/N=C(\NNC(=O)C(=O)OC(C)(C)C)NC(=O)OC(C)(C)C,<smiles>CC(C)(C)OC(=O)/N=C(\N)NC(=O)OC(C)(C)C.CC(C)(C)OC(=O)NN.CO<smiles/>
65,Predict the reaction that produces the following product: CSc1ccc2cc[nH]c2c1,CSc1ccc2cc[nH]c2c1,<smiles>C1CCOC1.CSc1ccc2c(c1)NCC2.O=C(O)C(F)(F)F<smiles/>
66,Predict the reaction that produces the following product: CCC(CC)Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CCC(CC)Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,<smiles>CCC(N)CC.OC[C@H]1O[C@@H](n2cnc3c(Cl)nc(Cl)nc32)[C@H](O)[C@@H]1O<smiles/>
67,Predict the reaction that produces the following product: C#Cc1cccc(Br)n1,C#Cc1cccc(Br)n1,<smiles>Brc1cccc(Br)n1.C#C[Si](C)(C)C.CCN(CC)CC.Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1.[Cu]I<smiles/>
68,Predict the reaction that produces the following product: C[Si](C)(C)C#Cc1ccc2c(c1)COCC2,C[Si](C)(C)C#Cc1ccc2c(c1)COCC2,<smiles>Brc1ccc2c(c1)COCC2.C#C[Si](C)(C)C.CCN(CC)CC.Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1.[Cu]I<smiles/>
69,Predict the reaction that produces the following product: COC(=O)NC[C@@H]1CN(C(=O)OC(C)(C)C)CCO1,COC(=O)NC[C@@H]1CN(C(=O)OC(C)(C)C)CCO1,<smiles>CC(C)(C)OC(=O)N1CCO[C@H](CN)C1.CCN(CC)CC.COC(=O)Cl.ClCCl<smiles/>
70,Predict the reaction that produces the following product: CC(=O)[O-]~CC(=O)[O-]~CC(=O)[O-]~CCc1cc(-c2ccc(Cl)cc2)cc(CC)c1[Pb+3],CC(=O)[O-]~CC(=O)[O-]~CC(=O)[O-]~CCc1cc(-c2ccc(Cl)cc2)cc(CC)c1[Pb+3],<smiles>CC(=O)[O-]~CC(=O)[O-]~CC(=O)[O-]~CC(=O)[O-]~[Pb+4].CC(=O)[O-]~CC(=O)[O-]~[Hg+2].CCc1cc(-c2ccc(Cl)cc2)cc(CC)c1B(O)O.ClC(Cl)Cl<smiles/>
71,Predict the reaction that produces the following product: CCOC(=O)C(F)(F)N=[N+]=[N-],CCOC(=O)C(F)(F)N=[N+]=[N-],<smiles>CCOC(=O)C(F)(F)Br.CS(C)=O.O.[N-]=[N+]=[N-]~[Na+]<smiles/>
72,Predict the reaction that produces the following product: C[C@@H](OC1CCN(c2ncccn2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,C[C@@H](OC1CCN(c2ncccn2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,<smiles>CCOC(C)=O.CN(C)C=O.C[C@@H](OC1CCN(c2ncccn2)CC1)[C@@](Cn1cncn1)(O[Si](C)(C)C)c1ccc(F)cc1F.F[Cs]<smiles/>
73,Predict the reaction that produces the following product: O=C(CC1CCN(S(=O)(=O)c2cccnc2)CC1)Nc1ccc2cc1CCc1cncc(c1)Nc1ncc(Cl)c(n1)N2~O=C(O)C(F)(F)F~O=C(O)C(F)(F)F~O=C(O)C(F)(F)F,O=C(CC1CCN(S(=O)(=O)c2cccnc2)CC1)Nc1ccc2cc1CCc1cncc(c1)Nc1ncc(Cl)c(n1)N2~O=C(O)C(F)(F)F~O=C(O)C(F)(F)F~O=C(O)C(F)(F)F,<smiles>O=C(CC1CCNCC1)Nc1ccc2cc1CCc1cncc(c1)Nc1ncc(Cl)c(n1)N2~O=C(O)C(F)(F)F~O=C(O)C(F)(F)F~O=C(O)C(F)(F)F~O=C(O)C(F)(F)F.O=S(=O)(Cl)c1cccnc1<smiles/>
74,Predict the reaction that produces the following product: C[C@H](Nc1nccc(N2C(=O)OC[C@@H]2[C@@H](C)F)n1)c1ccc(CN2CCN(C(=O)OC(C)(C)C)CC2)cc1,C[C@H](Nc1nccc(N2C(=O)OC[C@@H]2[C@@H](C)F)n1)c1ccc(CN2CCN(C(=O)OC(C)(C)C)CC2)cc1,<smiles>CCN(C(C)C)C(C)C.CS(C)=O.C[C@H](F)[C@H]1COC(=O)N1c1ccnc(F)n1.C[C@H](N)c1ccc(CN2CCN(C(=O)OC(C)(C)C)CC2)cc1<smiles/>
75,Predict the reaction that produces the following product: CC(C)c1cc(F)cc(C(C)C)c1CC(=O)NS(=O)(=O)c1ncc(CO)s1,CC(C)c1cc(F)cc(C(C)C)c1CC(=O)NS(=O)(=O)c1ncc(CO)s1,<smiles>C1CCOC1.CC(C)c1cc(F)cc(C(C)C)c1CC(=O)NS(=O)(=O)c1ncc(C=O)s1.CO.[BH4-]~[Na+]<smiles/>
76,Predict the reaction that produces the following product: O=Nc1ccc2ccccc2c1O,O=Nc1ccc2ccccc2c1O,<smiles>CC(=O)O.O.O=N[O-]~[Na+].Oc1cccc2ccccc12<smiles/>
77,Predict the reaction that produces the following product: COC(=O)c1ccc(-c2ccc3cc(OC)ccc3c2C)cc1,COC(=O)c1ccc(-c2ccc3cc(OC)ccc3c2C)cc1,<smiles>CCO.COC(=O)c1ccc(B(O)O)cc1.COc1ccc2c(C)c(Br)ccc2c1.Cc1ccccc1.O.O=C([O-])[O-]~[Na+]~[Na+].c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1<smiles/>
78,Predict the reaction that produces the following product: CC(C)(C)OC(=O)N[C@@H](COC1CCCCO1)C(=O)O,CC(C)(C)OC(=O)N[C@@H](COC1CCCCO1)C(=O)O,<smiles>C1=COCCC1.CC(C)(C)OC(=O)N[C@@H](CO)C(=O)O.Cc1ccc(S(=O)(=O)O)cc1.ClCCl<smiles/>
79,Predict the reaction that produces the following product: CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)NNC(=O)c1ccc(-c2cccc3ccccc23)s1,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)NNC(=O)c1ccc(-c2cccc3ccccc23)s1,<smiles>CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)NN.CCN(C(C)C)C(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C~F[P-](F)(F)(F)(F)F.CN(C)C=O.O=C(O)c1ccc(-c2cccc3ccccc23)s1<smiles/>
80,Predict the reaction that produces the following product: CN(C)Cc1ccc(CSCCNC2=NS(=O)(=O)N=C2N(C)C)o1,CN(C)Cc1ccc(CSCCNC2=NS(=O)(=O)N=C2N(C)C)o1,<smiles>CN(C)C=O.CN(C)Cc1ccc(CSCCN)o1.COC1=NS(=O)(=O)N=C1OC<smiles/>
81,Predict the reaction that produces the following product: CCCN1CC(O)(c2cccc(F)c2F)C1,CCCN1CC(O)(c2cccc(F)c2F)C1,<smiles>CCCN.CO.O=C(O)C(F)(F)F.O=C([O-])O~[Na+].OC(CCl)(CCl)c1cccc(F)c1F<smiles/>
82,Predict the reaction that produces the following product: CCOC(=O)C(=CN(C)C)c1ccc(OC)cc1,CCOC(=O)C(=CN(C)C)c1ccc(OC)cc1,<smiles>CCOC(=O)Cc1ccc(OC)cc1.COC(OC)N(C)C<smiles/>
83,Predict the reaction that produces the following product: CCCCCCCCCCCCCCCCCC(=O)[O-]~CCCCCCCCCCCCCCCCCC(=O)[O-]~[Zn+2],CCCCCCCCCCCCCCCCCC(=O)[O-]~CCCCCCCCCCCCCCCCCC(=O)[O-]~[Zn+2],<smiles>CCCCCCCCCCCCCCCCCC(=O)O.O=[Zn]<smiles/>
84,Predict the reaction that produces the following product: NC(=O)c1ccccc1,NC(=O)c1ccccc1,<smiles>CC(C)(C)OC(=O)N1CCN(c2ccc(N)cc2)CC1.CCN(C(C)C)C(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C~F[P-](F)(F)(F)(F)F.CN(C)C=O.O=C(O)c1ccc(C(=O)O)c(-c2c3ccc(N4CCCC4)cc3[o+]c3cc(N4CCCC4)ccc23)c1<smiles/>
85,Predict the reaction that produces the following product: COc1cccc(Cn2c(CCCc3ccc(OC(C)(C)C(=O)O)cc3)nn(Cc3ccc(C)cc3)c2=O)c1,COc1cccc(Cn2c(CCCc3ccc(OC(C)(C)C(=O)O)cc3)nn(Cc3ccc(C)cc3)c2=O)c1,<smiles>CCOC(=O)C(C)(C)Oc1ccc(CCCc2nn(Cc3ccc(C)cc3)c(=O)n2Cc2cccc(OC)c2)cc1.CO.[Na+]~[OH-]<smiles/>
86,Predict the reaction that produces the following product: Cc1ccc2c(n1)C(=O)C(=Cc1c[nH]cn1)CC2,Cc1ccc2c(n1)C(=O)C(=Cc1c[nH]cn1)CC2,<smiles>C1CCOC1.CCO.Cc1ccc2c(n1)C(=O)CCC2.O=Cc1c[nH]cn1.[Na+]~[OH-]<smiles/>
87,Predict the reaction that produces the following product: COC(=O)C=CC(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,COC(=O)C=CC(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,<smiles>C1CCOC1.CC(C)OC(=O)N=NC(=O)OC(C)C.CC(CCO)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1.COC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1<smiles/>
88,Predict the reaction that produces the following product: CCc1cc(C(O)CN2CCC(O)(c3ccc(OC)nc3)CC2)ccc1O[Si](C(C)C)(C(C)C)C(C)C,CCc1cc(C(O)CN2CCC(O)(c3ccc(OC)nc3)CC2)ccc1O[Si](C(C)C)(C(C)C)C(C)C,<smiles>CCc1cc(C(=O)CN2CCC(O)(c3ccc(OC)nc3)CC2)ccc1O[Si](C(C)C)(C(C)C)C(C)C.CO.[BH4-]~[Na+]<smiles/>
89,Predict the reaction that produces the following product: CC(=O)c1ccc(-c2ncccc2C(F)(F)F)cc1N,CC(=O)c1ccc(-c2ncccc2C(F)(F)F)cc1N,<smiles>CC(=O)c1ccc(Br)cc1N.OB(O)c1ncccc1C(F)(F)F<smiles/>
90,Predict the reaction that produces the following product: Cn1nnnc1-c1ccc(-c2ccc3c(c2)C[C@H]2[C@H](COP(=O)(O)O)OC(=O)N32)cn1,Cn1nnnc1-c1ccc(-c2ccc3c(c2)C[C@H]2[C@H](COP(=O)(O)O)OC(=O)N32)cn1,<smiles>Cn1nnnc1-c1ccc(-c2ccc3c(c2)C[C@H]2[C@H](COP(=O)(OCc4ccccc4)OCc4ccccc4)OC(=O)N32)cn1.O[Pd]O.[H][H]<smiles/>
91,Predict the reaction that produces the following product: Cc1cc(Cc2cnc(NCCSCc3csc(NC(=N)N)n3)[nH]c2=O)cnc1C,Cc1cc(Cc2cnc(NCCSCc3csc(NC(=N)N)n3)[nH]c2=O)cnc1C,<smiles>CCO.CCOC(=O)C(C=O)Cc1cnc(C)c(C)c1.N=C(N)Nc1nc(CSCCN)cs1.O=C([O-])[O-]~[K+]~[K+]<smiles/>
92,Predict the reaction that produces the following product: COC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c1c(C)nc(NCCCc2cc(O)cc(F)c2)nc1C,COC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c1c(C)nc(NCCCc2cc(O)cc(F)c2)nc1C,<smiles>CCN(CC)CC.CN(C)C(On1nnc2ccccc21)=[N+](C)C~F[P-](F)(F)(F)(F)F.CN(C)C=O.COC(=O)[C@H](CN)NC(=O)c1c(C)nc(NCCCc2cc(O)cc(F)c2)nc1C~Cl.O=C(O)C(F)(F)F.O=C(O)c1cccs1<smiles/>
93,Predict the reaction that produces the following product: COc1cc(OC2CCN(C(=O)OC(C)(C)C)CC2)ccc1-c1cc(N)n[nH]1,COc1cc(OC2CCN(C(=O)OC(C)(C)C)CC2)ccc1-c1cc(N)n[nH]1,<smiles>CCO.COc1cc(OC2CCN(C(=O)OC(C)(C)C)CC2)ccc1C(=O)CC#N.NN~O<smiles/>
94,Predict the reaction that produces the following product: CCCOC1CC(C)C([N+](=O)[O-])=C2N(Cc3ccc(Cl)nc3)CCN21,CCCOC1CC(C)C([N+](=O)[O-])=C2N(Cc3ccc(Cl)nc3)CCN21,<smiles>CCCOC1CC(C)C([N+](=O)[O-])=C2NCCN21.Clc1ccc(CBr)cn1<smiles/>
95,Predict the reaction that produces the following product: CNC(=O)c1cc(N2CCOCC2)cc(Cl)n1,CNC(=O)c1cc(N2CCOCC2)cc(Cl)n1,<smiles>C1CCOC1.CN.O=C(Cl)c1cc(N2CCOCC2)cc(Cl)n1<smiles/>
96,Predict the reaction that produces the following product: Cc1cc(I)ccc1-c1cccc(C#N)c1,Cc1cc(I)ccc1-c1cccc(C#N)c1,<smiles>C1COCCO1.Cc1cc(I)ccc1Br.N#Cc1cccc(B(O)O)c1.O.O=C([O-])[O-]~[Na+]~[Na+].c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1<smiles/>
97,Predict the reaction that produces the following product: [Cl-]~[Cl-]~[Cl-]~[NH3+]CCC[C@H]([NH3+])C[NH2+]Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,[Cl-]~[Cl-]~[Cl-]~[NH3+]CCC[C@H]([NH3+])C[NH2+]Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,<smiles>CC(C)(C)OC(=O)NCCC[C@@H](CNCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)NC(=O)OC(C)(C)C.ClCCl.O=C(O)C(F)(F)F<smiles/>
98,Predict the reaction that produces the following product: CC1(C)c2ccccc2-c2ccc(N(c3ccc(-c4ccccc4)cc3)c3cccc(-c4cc(-c5cccc(N(c6ccc(-c7ccccc7)cc6)c6ccc7c(c6)C(C)(C)c6ccccc6-7)c5)ncn4)c3)cc21,CC1(C)c2ccccc2-c2ccc(N(c3ccc(-c4ccccc4)cc3)c3cccc(-c4cc(-c5cccc(N(c6ccc(-c7ccccc7)cc6)c6ccc7c(c6)C(C)(C)c6ccccc6-7)c5)ncn4)c3)cc21,<smiles>CC1(C)c2ccccc2-c2ccc(N(c3ccc(-c4ccccc4)cc3)c3cccc(-c4cc(-c5cccc(Br)c5)ncn4)c3)cc21.CC1(C)c2ccccc2-c2ccc(Nc3ccc(-c4ccccc4)cc3)cc21<smiles/>
99,Predict the reaction that produces the following product: COC(=O)[C@]1(C)CC[C@H](c2ccc(OCc3ccccc3)cc2)N1C(=O)OC(C)(C)C,COC(=O)[C@]1(C)CC[C@H](c2ccc(OCc3ccccc3)cc2)N1C(=O)OC(C)(C)C,<smiles>C1CCOC1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.COC(=O)[C@]1(C)CC[C@H](c2ccc(OCc3ccccc3)cc2)N1.O.O=C([O-])[O-]~[K+]~[K+]<smiles/>
100,Predict the reaction that produces the following product: C=CCOc1ccc(-c2cccc(N)n2)c(OC)c1,C=CCOc1ccc(-c2cccc(N)n2)c(OC)c1,<smiles>C=CCOc1ccc(-c2cccc(NC(=O)OC(C)(C)C)n2)c(OC)c1.ClCCl.O=C(O)C(F)(F)F<smiles/>
101,Predict the reaction that produces the following product: CCCCC1SCCCS1,CCCCC1SCCCS1,<smiles>CCCCC=O.Cl.SCCCS<smiles/>
102,Predict the reaction that produces the following product: COc1cc2nccc(Nc3n[nH]c(C)c3C)c2cc1S(=O)C1CCOCC1,COc1cc2nccc(Nc3n[nH]c(C)c3C)c2cc1S(=O)C1CCOCC1,<smiles>COc1cc2nccc(Nc3n[nH]c(C)c3C)c2cc1SC1CCOCC1.ClCCl.O=C(OO)c1cccc(Cl)c1<smiles/>
103,Predict the reaction that produces the following product: Clc1ccc(CCBr)s1,Clc1ccc(CCBr)s1,<smiles>BrP(Br)Br.ClCCl.O.O=C([O-])O~[Na+].O=C1CCc2sc(Cl)cc21<smiles/>
104,Predict the reaction that produces the following product: Cc1c(N)cc(Cl)c(Cl)c1N,Cc1c(N)cc(Cl)c(Cl)c1N,<smiles>CCO.Cc1c([N+](=O)[O-])cc(Cl)c(Cl)c1[N+](=O)[O-].Cl.Cl[Sn]Cl.O.[Na+]~[OH-]<smiles/>
105,Predict the reaction that produces the following product: Cc1ccc(OC(C(=O)O)c2cccc(Cl)c2)cc1C,Cc1ccc(OC(C(=O)O)c2cccc(Cl)c2)cc1C,<smiles>CCO.CCOC(=O)C(Oc1ccc(C)c(C)c1)c1cccc(Cl)c1.[Na+]~[OH-]<smiles/>
106,Predict the reaction that produces the following product: CS(=O)(=O)N(CCCCO)c1cc2oc(-c3ccc(F)cc3)c(C(=N)NO)c2cc1C1CC1,CS(=O)(=O)N(CCCCO)c1cc2oc(-c3ccc(F)cc3)c(C(=N)NO)c2cc1C1CC1,<smiles>CCO.CS(=O)(=O)N(CCCCO)c1cc2oc(-c3ccc(F)cc3)c(C#N)c2cc1C1CC1.Cl~NO.O=C([O-])O~[Na+]<smiles/>
107,Predict the reaction that produces the following product: CC(=O)O[C@H]1CCCC[C@@H]1n1cnc2c(cc(Cc3ccc(Cl)nc3)c3ccccc32)c1=O,CC(=O)O[C@H]1CCCC[C@@H]1n1cnc2c(cc(Cc3ccc(Cl)nc3)c3ccccc32)c1=O,<smiles>CC(=O)O[C@H]1CCCC[C@@H]1n1cnc2c(cc(C(O)c3ccc(Cl)nc3)c3ccccc32)c1=O.CC[SiH](CC)CC.O=C(O)C(F)(F)F<smiles/>
108,Predict the reaction that produces the following product: O=C(O)CN1CC(c2ccco2)SCC(NC(CCc2ccccc2)C(=O)OCc2ccccc2)C1=O,O=C(O)CN1CC(c2ccco2)SCC(NC(CCc2ccccc2)C(=O)OCc2ccccc2)C1=O,<smiles>C1CCOC1.CCOC(=O)CN1CC(c2ccco2)SCC(NC(CCc2ccccc2)C(=O)OCc2ccccc2)C1=O.O.[Li]O<smiles/>
109,Predict the reaction that produces the following product: COCCN(CCOc1ccc2[nH]c(-c3cc4ccccc4[nH]c3=O)cc2c1)Cc1cnc(OC)nc1,COCCN(CCOc1ccc2[nH]c(-c3cc4ccccc4[nH]c3=O)cc2c1)Cc1cnc(OC)nc1,<smiles>C1CCOC1.CCN(CC)CC.COCCNCCOc1ccc2[nH]c(-c3cc4ccccc4[nH]c3=O)cc2c1.COc1ncc(CBr)cn1<smiles/>
110,Predict the reaction that produces the following product: CC1(C)OC(=O)Nc2ccc(-c3cccc(C#N)c3)c(Cl)c21,CC1(C)OC(=O)Nc2ccc(-c3cccc(C#N)c3)c(Cl)c21,<smiles>CC1(C)OC(=O)Nc2ccc(Br)c(Cl)c21.N#Cc1cccc(B(O)O)c1<smiles/>
111,Predict the reaction that produces the following product: COc1c(F)cc(F)cc1-c1c[nH]c2ncc(-c3ccc(C)o3)cc12,COc1c(F)cc(F)cc1-c1c[nH]c2ncc(-c3ccc(C)o3)cc12,<smiles>CO.COc1c(F)cc(F)cc1-c1cn(S(=O)(=O)c2ccc(C)cc2)c2ncc(-c3ccc(C)o3)cc12.O.O=C([O-])[O-]~[K+]~[K+]<smiles/>
112,Predict the reaction that produces the following product: O=C(O)C(F)(F)F~O=c1[nH]cnc2cc(F)cc(O)c12,O=C(O)C(F)(F)F~O=c1[nH]cnc2cc(F)cc(O)c12,<smiles>BrB(Br)Br.COc1cc(F)cc2ncnc(O)c12.ClCCl<smiles/>
113,Predict the reaction that produces the following product: COc1ccc(C(OC[C@H]2OC[C@@H](n3ccc(NC(=O)c4ccccc4)nc3=O)[C@H](F)[C@@H]2O[Si](C)(C)C(C)(C)C)(c2ccccc2)c2ccc(OC)cc2)cc1,COc1ccc(C(OC[C@H]2OC[C@@H](n3ccc(NC(=O)c4ccccc4)nc3=O)[C@H](F)[C@@H]2O[Si](C)(C)C(C)(C)C)(c2ccccc2)c2ccc(OC)cc2)cc1,<smiles>CC(C)(C)[Si](C)(C)Cl.CN(C)C=O.COc1ccc(C(OC[C@H]2OC[C@@H](n3ccc(NC(=O)c4ccccc4)nc3=O)[C@H](F)[C@@H]2O)(c2ccccc2)c2ccc(OC)cc2)cc1.c1c[nH]cn1<smiles/>
114,Predict the reaction that produces the following product: COC(=O)N[C@H](C(=O)N1[C@@H](C)CC[C@@H]1c1ncc(-c2ccc3c(c2)COc2cc4c(ccc5nc([C@@H]6C[C@H](C)CC6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c54)cc2-3)[nH]1)C(C)C,COC(=O)N[C@H](C(=O)N1[C@@H](C)CC[C@@H]1c1ncc(-c2ccc3c(c2)COc2cc4c(ccc5nc([C@@H]6C[C@H](C)CC6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c54)cc2-3)[nH]1)C(C)C,<smiles>CCN(C(C)C)C(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C~F[P-](F)(F)(F)(F)F.CN(C)C=O.COC(=O)N[C@H](C(=O)O)C(C)C.C[C@H]1C[C@@H](c2ncc(-c3ccc4c(c3)COc3cc5c(ccc6nc([C@H]7CC[C@H](C)N7C(=O)OC(C)(C)C)[nH]c65)cc3-4)[nH]2)N(C(=O)OC(C)(C)C)C1.Cl<smiles/>
115,Predict the reaction that produces the following product: COc1cc(N)cc(OC)c1C(=O)NCCOCCOCCO,COc1cc(N)cc(OC)c1C(=O)NCCOCCOCCO,<smiles>COc1cc(N)cc(OC)c1C(=O)O.NCCOCCOCCO<smiles/>
116,Predict the reaction that produces the following product: O=c1c2ccc(Br)cc2nc2n1CC(OS(=O)(=O)c1ccc(Br)cc1)CC2,O=c1c2ccc(Br)cc2nc2n1CC(OS(=O)(=O)c1ccc(Br)cc1)CC2,<smiles>O=c1c2ccc(Br)cc2nc2n1CC(O)CC2.O=c1c2ccccc2nc2n1CC(O)CC2.O=c1c2ccccc2nc2n1CC(OS(=O)(=O)C(F)(F)F)CC2.O=c1c2ccccc2nc2n1CC(OS(=O)(=O)c1ccc(Br)cc1)CC2<smiles/>
117,Predict the reaction that produces the following product: CCCc1nc2c(C)cc(-c3cn(C)cn3)cc2n1Cc1ccc(-c2ccccc2C=O)cc1,CCCc1nc2c(C)cc(-c3cn(C)cn3)cc2n1Cc1ccc(-c2ccccc2C=O)cc1,<smiles>CCCc1nc2c(C)cc(-c3cn(C)cn3)cc2n1Cc1ccc(-c2ccccc2C#N)cc1.O=CO.[Ni]<smiles/>
118,Predict the reaction that produces the following product: CCCC[C@@H](COC(=O)N(Cc1cccs1)Cc1cccs1)NC(=O)NC,CCCC[C@@H](COC(=O)N(Cc1cccs1)Cc1cccs1)NC(=O)NC,<smiles>CCCC[C@@H](COC(=O)N(Cc1cccs1)Cc1cccs1)NC(=O)OCC1c2ccccc2-c2ccccc21.CCN(C(C)C)C(C)C.CN~Cl.ClCCl<smiles/>
119,Predict the reaction that produces the following product: Clc1cc(CN2CCCC2)ccn1,Clc1cc(CN2CCCC2)ccn1,<smiles>C1CCNC1.CC(=O)O[BH-](OC(C)=O)OC(C)=O~[Na+].ClCCCl.O=Cc1ccnc(Cl)c1<smiles/>
120,Predict the reaction that produces the following product: Cn1nc(-c2c(F)cccc2Cl)nc1-c1ccc(Cl)nc1,Cn1nc(-c2c(F)cccc2Cl)nc1-c1ccc(Cl)nc1,<smiles>CCO.CNN.N#C/C(=C\c1c(F)cccc1Cl)C(=O)c1ccc(Cl)nc1<smiles/>
121,Predict the reaction that produces the following product: CNc1nc(N)nc(-c2cccc(Cl)c2Cl)c1C,CNc1nc(N)nc(-c2cccc(Cl)c2Cl)c1C,<smiles>CNc1nc(N)nc(Cl)c1C.OB(O)c1cccc(Cl)c1Cl<smiles/>
122,Predict the reaction that produces the following product: O=C(NS(=O)(=O)C1CC1)c1cc(C2CC2)c(OCC23CCCCC2C3)cc1F,O=C(NS(=O)(=O)C1CC1)c1cc(C2CC2)c(OCC23CCCCC2C3)cc1F,<smiles>CS(N)(=O)=O.N#CC1(COc2cc(F)c(C(=O)O)cc2C2CC2)C2CC3CC(C2)CC1C3.NS(=O)(=O)C1CC1.O=C(O)c1cc(C2CC2)c(OCC23CCCCC2C3)cc1F<smiles/>
123,Predict the reaction that produces the following product: COC(=O)C1CNCC(OC[C@@H]2CCCN2c2cnn(COCC[Si](C)(C)C)c(=O)c2C(F)(F)F)C1,COC(=O)C1CNCC(OC[C@@H]2CCCN2c2cnn(COCC[Si](C)(C)C)c(=O)c2C(F)(F)F)C1,<smiles>COC(=O)C1CC(OC[C@@H]2CCCN2c2cnn(COCC[Si](C)(C)C)c(=O)c2C(F)(F)F)CCN1.COC(=O)C1CC(OC[C@@H]2CCCN2c2cnn(COCC[Si](C)(C)C)c(=O)c2C(F)(F)F)CCN1C(=O)OC(C)(C)C.ClCCl.O=C(O)C(F)(F)F<smiles/>
124,Predict the reaction that produces the following product: CCCCCCCCCCCCOc1cc(C(=O)Oc2ccc(NC(=O)c3cc(Br)cc(Br)c3)cc2)cc(OCCCCCCCCCCCC)c1OCCCCCCCCCCCC,CCCCCCCCCCCCOc1cc(C(=O)Oc2ccc(NC(=O)c3cc(Br)cc(Br)c3)cc2)cc(OCCCCCCCCCCCC)c1OCCCCCCCCCCCC,<smiles>CCCCCCCCCCCCOc1cc(C(=O)O)cc(OCCCCCCCCCCCC)c1OCCCCCCCCCCCC.O=C(Nc1ccc(O)cc1)c1cc(Br)cc(Br)c1<smiles/>
125,Predict the reaction that produces the following product: CNC(=O)c1ccc2c(c1)Sc1ccc(C(=O)NCCC3CCCCC3)cc1NC2=O,CNC(=O)c1ccc2c(c1)Sc1ccc(C(=O)NCCC3CCCCC3)cc1NC2=O,<smiles>C1CCOC1.CCN(CC)CC.CN.CN(C)C=O.O=C(O)c1ccc2c(c1)Sc1ccc(C(=O)NCCC3CCCCC3)cc1NC2=O.O=S(Cl)Cl<smiles/>
126,Predict the reaction that produces the following product: Nc1c([N+](=O)[O-])ccc[n+]1[O-],Nc1c([N+](=O)[O-])ccc[n+]1[O-],<smiles>CC(=O)Nc1c([N+](=O)[O-])ccc[n+]1[O-].Cl<smiles/>
